图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,哈密瓜-预测置信度,圣女果-预测置信度,山竹-预测置信度,杨梅-预测置信度,柚子-预测置信度,柠檬-预测置信度,桂圆-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,火龙果-预测置信度,猕猴桃-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,芒果-预测置信度,苦瓜-预测置信度,苹果-红-预测置信度,苹果-青-预测置信度,草莓-预测置信度,荔枝-预测置信度,菠萝-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,香蕉-预测置信度,黄瓜-预测置信度
..\..\data\fruit30_split\val\荔枝\139.jpg,21,荔枝,21,荔枝,20,草莓,3,杨梅,True,4.6114202e-08,1.08160705e-07,5.304231e-08,0.0016252456,4.872956e-07,7.333184e-10,2.3530022e-06,3.4513035e-09,1.7013138e-08,2.1760508e-08,1.1024366e-08,1.3760588e-08,0.00018196036,1.7717559e-06,9.188659e-08,8.903978e-09,2.2009885e-07,1.3528967e-08,2.7841302e-06,6.67299e-11,0.006604721,0.99155045,5.2417254e-06,4.790253e-09,5.8161186e-07,1.7450477e-06,1.0349434e-06,2.1085509e-05,2.5079416e-08,4.170549e-11
..\..\data\fruit30_split\val\荔枝\144.jpg,21,荔枝,21,荔枝,18,苹果-红,3,杨梅,True,7.829095e-06,1.4301843e-08,2.9152161e-05,9.148572e-05,2.081719e-05,1.5963472e-08,6.363056e-06,5.9246768e-06,3.497612e-05,6.2483934e-09,4.6239155e-09,2.3889076e-08,5.3214526e-06,2.1803476e-07,3.1237826e-10,2.6084217e-09,5.503337e-08,5.2381037e-09,0.00014601026,6.601472e-08,3.3453618e-06,0.9996093,1.8734708e-07,8.720216e-11,3.297238e-07,1.412539e-07,1.0182713e-08,3.8482023e-05,2.3631201e-09,5.242766e-11
..\..\data\fruit30_split\val\荔枝\153.jpg,21,荔枝,21,荔枝,27,车厘子,3,杨梅,True,5.999797e-08,1.2070998e-06,1.8059616e-05,0.00059766235,5.0954037e-07,9.293164e-08,6.7045594e-06,7.199464e-09,4.3905757e-06,9.732249e-07,9.411603e-09,7.1253464e-07,7.4231107e-06,5.569505e-07,3.5254934e-07,1.4971867e-08,5.39022e-06,6.686189e-08,6.4718515e-05,9.824897e-09,0.0003993184,0.9947503,3.6094611e-06,3.8883094e-10,1.4735528e-05,5.266204e-06,1.4299909e-05,0.0041033844,5.2787694e-08,3.3819905e-08
..\..\data\fruit30_split\val\荔枝\16.jpeg,21,荔枝,21,荔枝,20,草莓,2,山竹,True,3.901297e-06,4.0483937e-06,6.299846e-05,1.8091203e-05,3.8134792e-06,2.9242191e-08,1.1182164e-05,6.432182e-08,1.2853725e-05,5.889594e-07,5.975357e-09,2.7435246e-07,8.652063e-08,5.404925e-07,1.2141503e-07,4.2950563e-09,1.0140761e-06,5.5402566e-08,3.62634e-05,1.2213162e-08,0.0001223368,0.9996865,3.0573393e-08,3.748471e-10,2.8308982e-06,1.1172176e-07,4.579242e-07,3.1537205e-05,3.878351e-07,1.7970075e-09
..\..\data\fruit30_split\val\荔枝\164.jpg,21,荔枝,20,草莓,22,菠萝,3,杨梅,False,4.1966836e-05,0.00483184,0.0014464426,0.13577616,0.0009743518,0.0022316347,5.2176794e-05,0.00015369903,0.004859912,0.004616251,0.00092521444,0.00022157213,0.0074530733,9.37746e-05,0.00024000354,0.00015524097,9.928535e-05,0.0009619231,0.0006032667,0.00040565967,0.52288985,0.03268956,0.27115774,0.00044916605,0.0025664482,0.001145728,0.0014281772,0.00034082276,0.0008856379,0.00030337987
..\..\data\fruit30_split\val\荔枝\166.jpg,21,荔枝,21,荔枝,3,杨梅,20,草莓,True,8.058944e-06,2.3095188e-06,1.2315242e-05,0.15240683,3.8659755e-06,3.3111192e-07,4.011159e-06,1.7533159e-07,9.881995e-06,1.6177547e-06,1.1899222e-07,1.3462057e-06,5.153304e-08,3.8263778e-07,1.6853662e-07,1.1738079e-07,1.7573328e-06,2.3627896e-07,4.8561997e-05,4.1007745e-08,0.005219854,0.83985275,3.07261e-06,7.779662e-08,1.8750516e-05,5.2486034e-06,4.9964687e-08,0.002397019,9.610417e-07,4.3187917e-08
..\..\data\fruit30_split\val\荔枝\167.jpg,21,荔枝,21,荔枝,20,草莓,19,苹果-青,True,2.5920219e-05,0.00028550837,4.4976292e-05,3.2579333e-05,0.0007142991,1.0379232e-05,0.00041196807,0.0007653414,0.0021199596,2.8990897e-05,2.0230376e-05,8.3713785e-05,0.00016865248,0.00016751439,4.770616e-06,5.012907e-06,8.170741e-06,0.00022114893,0.0011893337,0.0038398309,0.0041732285,0.9813005,0.001418263,1.1861048e-06,0.000515394,9.369256e-06,0.0018711253,0.00043383846,6.557443e-05,6.320513e-05
..\..\data\fruit30_split\val\荔枝\170.jpg,21,荔枝,21,荔枝,3,杨梅,20,草莓,True,2.693195e-07,1.5416513e-06,3.0444398e-06,0.00065398635,1.1186012e-06,8.671181e-08,8.071187e-07,3.128399e-08,4.1454535e-07,1.5887744e-07,8.1975664e-08,8.796697e-09,3.899107e-08,9.4279164e-07,2.7016572e-08,8.559535e-09,1.2494814e-07,2.831184e-07,1.1862077e-06,2.4490161e-08,0.00061033474,0.998572,2.30822e-06,4.2591105e-07,0.00014288163,6.582616e-06,5.975225e-08,9.2750247e-07,2.2119501e-07,1.22303705e-08
..\..\data\fruit30_split\val\荔枝\185.jpg,21,荔枝,21,荔枝,3,杨梅,20,草莓,True,0.00066885113,1.2483908e-05,0.000112137124,0.122983046,8.81289e-05,4.4780563e-06,4.018185e-05,4.0392282e-05,4.2693537e-06,0.005830261,3.074206e-06,0.0050903293,4.456618e-06,8.6221975e-05,1.7707046e-06,4.295877e-06,0.00032078306,3.6715912e-05,0.0002246946,2.889183e-06,0.006390649,0.85785234,1.9700836e-05,3.667042e-05,2.4742056e-05,2.114309e-05,1.5651238e-05,9.064074e-06,7.005126e-05,3.8941306e-07
..\..\data\fruit30_split\val\荔枝\186.jpg,21,荔枝,21,荔枝,3,杨梅,20,草莓,True,8.4549794e-07,6.0726626e-07,1.4118766e-05,0.005744473,3.8930943e-06,1.9746767e-06,1.40894035e-05,1.0923608e-07,1.4854073e-06,3.181203e-07,1.733354e-08,1.9392828e-06,1.120083e-07,1.2566738e-07,4.0900993e-08,7.391748e-08,2.4149764e-07,6.005596e-07,7.7298155e-06,6.2053786e-08,0.0032427977,0.99095285,3.8403715e-07,7.9722575e-08,3.8561175e-06,3.835275e-06,6.987829e-08,3.0080516e-06,2.704795e-07,2.9222638e-09
..\..\data\fruit30_split\val\荔枝\193.jpg,21,荔枝,21,荔枝,20,草莓,27,车厘子,True,1.0373026e-09,1.5396081e-07,4.99154e-06,6.6059687e-07,2.8344243e-08,9.2490937e-10,7.5813794e-08,1.7054858e-10,4.748554e-07,3.575252e-08,7.2087856e-09,1.2704281e-09,2.534733e-06,5.047187e-08,1.8940516e-09,4.5871126e-10,1.6853615e-07,5.3696386e-08,1.5164884e-06,4.5168144e-10,0.00013215611,0.99981266,1.4429546e-08,1.7051872e-09,3.4723491e-06,7.6790053e-07,3.8791254e-07,3.990946e-05,8.6078815e-09,7.4395434e-10
..\..\data\fruit30_split\val\荔枝\196.jpeg,21,荔枝,21,荔枝,2,山竹,27,车厘子,True,0.0004439565,0.0013694373,0.019359589,0.0013329586,0.00041764145,4.8930855e-05,0.00092634384,0.00010620797,0.002444805,1.7464447e-05,4.9702085e-06,2.8247096e-05,9.752608e-05,5.6227997e-05,1.611735e-05,3.201482e-06,2.3756878e-05,0.00065713463,0.00046009832,3.78179e-05,0.00648714,0.9309936,0.0003018341,2.5251808e-05,0.016212977,0.00013614698,0.00027251337,0.017563568,0.00014309915,1.1402577e-05
..\..\data\fruit30_split\val\荔枝\22.jpg,21,荔枝,21,荔枝,20,草莓,8,椰子,True,8.2611643e-07,8.586425e-09,1.044701e-05,4.5096745e-06,3.2367275e-08,6.672756e-09,5.911162e-06,1.0856522e-07,3.4012206e-05,2.548355e-08,9.7746586e-08,1.5487421e-08,3.8019607e-07,2.4555405e-07,2.6511843e-08,5.749399e-10,9.317371e-08,6.023377e-06,3.3488107e-06,2.6842782e-08,7.3536605e-05,0.99985564,6.9462624e-07,2.4446759e-10,5.622004e-09,7.76314e-07,3.575392e-08,7.929462e-07,7.2595285e-09,2.3477576e-06
..\..\data\fruit30_split\val\荔枝\24.jpg,21,荔枝,21,荔枝,3,杨梅,20,草莓,True,7.87669e-06,3.559111e-07,5.0625564e-05,0.0044062054,2.452054e-06,1.9729168e-06,2.876871e-05,1.8556662e-07,8.2826347e-07,4.2906643e-07,1.1378407e-06,2.2413492e-07,3.0338512e-08,4.6750656e-06,1.8184994e-07,1.0888413e-07,8.9623967e-07,7.414815e-06,6.498368e-07,7.536083e-07,0.00094154564,0.99379784,7.584238e-07,5.874856e-06,0.0007184514,7.745194e-06,5.4100752e-08,5.15951e-06,6.673025e-06,2.3399112e-08
..\..\data\fruit30_split\val\荔枝\30.jpg,21,荔枝,21,荔枝,18,苹果-红,3,杨梅,True,1.3372091e-09,2.4451068e-09,2.7085392e-07,6.455292e-06,6.5753483e-09,3.94055e-10,9.421344e-08,6.6305863e-09,2.1975166e-07,7.8024304e-10,4.1817605e-10,5.1106245e-08,7.144392e-09,4.5738176e-08,7.124086e-10,2.1275236e-10,8.331924e-09,1.5766071e-08,1.33294525e-05,3.8056598e-08,5.086823e-06,0.99997413,5.301675e-08,2.0680367e-11,8.4286306e-08,7.2074475e-09,9.0232266e-10,8.3744034e-08,9.264043e-10,3.2834097e-10
..\..\data\fruit30_split\val\荔枝\34.jpeg,21,荔枝,21,荔枝,20,草莓,3,杨梅,True,8.605439e-07,4.912981e-07,2.1318103e-05,4.6929923e-05,1.8224526e-06,4.997655e-09,1.913271e-07,1.35639e-09,1.7663369e-07,3.07777e-08,1.2626132e-08,1.9135025e-09,3.5920923e-08,4.5679847e-08,3.7650544e-08,4.2890456e-09,9.755379e-09,3.1458765e-07,4.7386825e-06,2.6300642e-10,5.2972355e-05,0.9998616,7.967211e-09,3.4690897e-10,2.4196302e-07,1.4911282e-06,1.3294336e-07,6.4950354e-06,7.620606e-08,2.646726e-10
..\..\data\fruit30_split\val\荔枝\43.jpg,21,荔枝,21,荔枝,3,杨梅,20,草莓,True,2.1764722e-08,1.4283683e-07,1.9691133e-07,0.0010955812,1.9727025e-08,2.6417167e-08,1.0186362e-07,4.616307e-09,9.293307e-09,1.9665976e-08,6.1343194e-08,4.312054e-10,1.090304e-06,8.215115e-07,2.4799303e-09,1.2069996e-09,5.461255e-08,1.4451695e-07,7.415725e-07,8.088495e-10,0.0010277776,0.9978255,3.200266e-06,1.9687491e-07,4.3668697e-05,2.003937e-07,4.7115524e-08,3.0563152e-07,4.469751e-08,9.056404e-10
..\..\data\fruit30_split\val\荔枝\47.jpg,21,荔枝,21,荔枝,3,杨梅,20,草莓,True,3.730343e-09,4.8340105e-09,4.0331207e-07,0.00095506775,9.451257e-09,1.918115e-09,8.631958e-07,3.9079998e-10,6.5036323e-09,1.6567409e-10,1.0912037e-08,3.954179e-10,1.9871984e-06,5.4033904e-07,3.4494658e-08,6.065645e-10,2.48596e-08,7.1199904e-09,1.9864376e-07,2.0716342e-11,0.00021547356,0.9988213,5.51744e-07,3.4211254e-09,3.226412e-06,2.1523027e-07,9.0242676e-09,1.8380279e-08,4.726771e-09,2.1914076e-10
..\..\data\fruit30_split\val\荔枝\49.jpg,21,荔枝,21,荔枝,3,杨梅,18,苹果-红,True,1.2499608e-07,5.9014074e-08,1.7639877e-06,0.00010683343,2.0058815e-06,2.3879887e-08,8.487255e-06,2.210214e-08,1.8431217e-07,6.9748065e-09,8.631155e-09,1.8897526e-09,2.4589982e-08,7.68093e-08,6.050378e-10,9.089924e-09,1.5070806e-07,8.287592e-09,1.9157962e-05,2.0485464e-09,7.580759e-06,0.99985003,1.9639958e-07,2.0036626e-09,1.9023407e-06,9.7444286e-08,1.4848812e-08,1.2163351e-06,1.7919492e-08,1.8988667e-11
..\..\data\fruit30_split\val\荔枝\55.jpg,21,荔枝,21,荔枝,20,草莓,3,杨梅,True,5.095308e-06,2.870553e-06,1.7134606e-05,0.00060169835,3.7821064e-07,3.960838e-06,0.000104720624,1.4066362e-06,3.3544966e-06,1.2378607e-05,9.662996e-07,1.5153571e-05,5.37353e-07,2.9793457e-06,7.269914e-07,6.628336e-08,7.2413677e-06,8.903667e-05,5.7006786e-05,8.333662e-07,0.00061901467,0.9984225,1.7124443e-05,6.315692e-07,3.6500505e-06,2.10813e-06,5.467581e-07,5.2194237e-06,7.526065e-07,9.5229154e-07
..\..\data\fruit30_split\val\荔枝\58.jpeg,21,荔枝,21,荔枝,24,葡萄-红,18,苹果-红,True,0.00011027539,5.8330006e-06,0.00023056514,0.004523139,1.3292082e-05,2.9355033e-05,0.004114117,7.9545873e-07,4.4651846e-05,5.5211115e-07,1.7107459e-05,1.024776e-06,5.8453764e-07,0.00044897737,6.992521e-06,1.6561916e-07,1.8353781e-05,2.1685993e-07,0.0048778374,5.1660834e-07,0.0008490083,0.97735685,5.986002e-06,5.475059e-07,0.0053935274,2.3591121e-05,3.0659585e-06,0.001920335,1.700379e-06,1.0914739e-06
..\..\data\fruit30_split\val\荔枝\6.jpg,21,荔枝,21,荔枝,3,杨梅,6,桂圆,True,0.00013841958,3.3100791e-06,0.0006414113,0.006865133,0.0008226975,2.2924411e-07,0.002115147,9.0792236e-07,4.601517e-05,4.5019437e-06,4.5216893e-08,9.9525605e-06,9.040191e-08,6.8539586e-05,3.552348e-06,6.5509266e-06,5.4598317e-05,3.8561788e-07,2.7512155e-05,5.439671e-09,0.0005306959,0.9885999,1.9306565e-06,2.841526e-08,9.347417e-06,8.720789e-06,5.541011e-07,3.7425947e-05,2.260227e-06,3.4835084e-09
..\..\data\fruit30_split\val\荔枝\62.jpg,21,荔枝,21,荔枝,20,草莓,3,杨梅,True,2.717463e-06,4.0492864e-06,5.1943833e-05,0.0059848716,8.3195016e-07,6.707382e-08,3.2600245e-05,1.247169e-07,8.8079014e-07,2.894544e-07,1.2449635e-07,4.5932843e-06,5.856105e-06,2.1482558e-06,2.1526648e-06,2.0973728e-08,4.6767373e-06,1.5706956e-07,1.2668032e-05,1.3577191e-08,0.010494529,0.9829534,2.1754853e-07,6.062566e-07,9.750845e-05,2.8064625e-07,3.8868434e-06,0.000338321,4.836662e-07,6.009062e-09
..\..\data\fruit30_split\val\荔枝\66.jpg,21,荔枝,21,荔枝,3,杨梅,20,草莓,True,1.2595027e-07,9.434093e-08,1.6362157e-05,0.0032577608,2.5144643e-06,1.492457e-08,1.4878206e-07,3.559926e-08,8.223463e-08,2.407777e-06,1.004028e-07,3.4875106e-06,1.1542689e-05,1.09577755e-07,2.4765114e-09,9.763942e-09,3.507055e-06,2.8037434e-07,2.2025533e-06,9.0106935e-09,0.000865486,0.9958306,1.7300434e-07,2.1403416e-07,8.909837e-07,2.640304e-07,1.0144802e-06,2.5632275e-07,2.572168e-07,1.0964999e-09
..\..\data\fruit30_split\val\荔枝\70.jpg,21,荔枝,21,荔枝,20,草莓,27,车厘子,True,9.183478e-09,6.935436e-06,1.1786817e-06,0.00016730028,2.1234284e-08,2.607168e-08,7.577183e-07,1.899831e-08,3.9296207e-08,9.133478e-10,6.6410344e-08,3.2199678e-09,8.507057e-06,4.3130728e-07,1.917058e-09,1.5161967e-09,2.1998075e-07,1.7544352e-07,7.799401e-06,4.3347748e-09,0.0018555915,0.9977742,6.359347e-07,3.5499063e-08,2.393362e-06,1.091427e-07,1.2726077e-06,0.00017205514,8.2217106e-08,7.321871e-10
..\..\data\fruit30_split\val\荔枝\72.jpg,21,荔枝,21,荔枝,20,草莓,3,杨梅,True,3.321718e-07,8.214607e-07,1.6640172e-06,5.8268455e-05,1.900243e-07,6.488882e-09,1.2995412e-07,7.479067e-08,7.7476095e-08,2.2468944e-09,3.478422e-11,3.9787448e-08,1.9809468e-06,1.4830367e-06,9.217248e-09,1.8944156e-08,5.507174e-07,5.4762186e-08,3.6379927e-07,2.7230085e-09,0.00026207944,0.9996705,1.2233157e-08,4.8558825e-08,5.7802595e-07,6.4358005e-07,7.112834e-08,7.6700175e-09,4.203841e-09,9.0551316e-11
..\..\data\fruit30_split\val\荔枝\73.jpg,21,荔枝,21,荔枝,20,草莓,3,杨梅,True,5.118011e-09,3.7705794e-07,6.812638e-07,6.1071776e-05,1.58526e-08,7.6050094e-10,1.0545474e-08,6.717071e-10,6.07421e-08,1.02471995e-08,1.1897173e-07,3.3586085e-11,3.9064894e-06,1.323618e-07,2.0947821e-09,4.2279114e-10,5.939208e-08,6.027377e-08,3.7855843e-06,4.482416e-11,0.007292561,0.99263424,1.7605232e-07,2.4238506e-10,1.4450248e-06,8.8852154e-08,3.0683008e-08,1.0200808e-06,7.1981844e-08,7.127062e-12
..\..\data\fruit30_split\val\荔枝\84.jpg,21,荔枝,21,荔枝,2,山竹,6,桂圆,True,1.1212013e-05,3.449649e-07,0.0001825341,2.8649643e-05,1.8951297e-06,2.5871848e-06,0.00017429108,2.366074e-06,2.5789044e-05,5.919925e-07,1.9279729e-07,8.574093e-07,1.4824345e-06,9.447212e-05,3.0022775e-08,2.483116e-07,4.094577e-06,6.242544e-06,0.00015446474,4.5552648e-07,6.763076e-05,0.99907196,9.563875e-06,3.280861e-06,0.00015285588,8.034622e-07,3.3541344e-08,3.7076663e-07,3.75543e-07,3.8156978e-07
..\..\data\fruit30_split\val\荔枝\89.jpg,21,荔枝,21,荔枝,3,杨梅,20,草莓,True,9.908021e-09,8.1891834e-08,2.0190946e-07,0.009181863,1.5982188e-08,4.501344e-08,1.2394142e-07,9.522123e-10,1.9689763e-08,8.733264e-09,3.4811947e-07,5.022893e-09,4.2227643e-07,2.307062e-07,9.107901e-10,4.0990105e-09,9.863376e-08,3.4444267e-07,7.685371e-08,1.6348554e-09,0.0059617036,0.98483723,7.1883073e-06,2.8102844e-08,7.1477834e-06,2.555076e-07,1.2490987e-08,2.3928312e-06,8.2572555e-08,3.6436782e-09
..\..\data\fruit30_split\val\荔枝\91.jpeg,21,荔枝,3,杨梅,21,荔枝,20,草莓,True,0.00013698466,7.379204e-05,0.00012915558,0.670618,0.00016566704,1.8790975e-05,6.865304e-05,1.0058832e-05,1.6890118e-06,9.7009874e-08,6.7518897e-07,1.5335861e-06,0.0017856441,0.00020856215,2.0155305e-06,6.815776e-05,0.0004153232,1.0922435e-07,0.00030596353,1.0745231e-06,0.011549183,0.31418455,2.9260366e-06,1.7563145e-06,0.00014456917,3.5818583e-05,5.801866e-05,1.0098163e-05,1.15806e-06,7.6808595e-09
..\..\data\fruit30_split\val\菠萝\105.jpg,22,菠萝,22,菠萝,5,柠檬,4,柚子,True,7.076915e-05,4.4843646e-06,5.4290807e-09,4.9532773e-05,0.0014262779,0.023067862,6.508886e-07,5.000467e-08,3.343891e-06,1.9809167e-05,6.144535e-08,6.351981e-07,4.701273e-06,9.311011e-07,6.7093006e-06,1.2092911e-05,2.2496555e-05,1.8854207e-05,7.798798e-07,1.0230672e-06,0.00074322475,2.538253e-05,0.9742265,4.0871768e-07,4.9116213e-08,1.1446537e-06,1.9582258e-06,2.0349408e-07,0.00028007204,9.943364e-06
..\..\data\fruit30_split\val\菠萝\107.jpeg,22,菠萝,22,菠萝,28,香蕉,9,榴莲,True,5.527656e-06,9.0455904e-10,8.152076e-08,9.328673e-06,3.877568e-05,0.00016409322,5.618274e-07,6.2056563e-07,6.0908253e-05,0.0003761352,6.239666e-07,3.802952e-08,2.1061056e-05,1.3497441e-07,5.719536e-07,2.2362323e-05,2.3640365e-05,5.9464406e-07,2.1103565e-08,5.0640278e-08,2.4903282e-05,8.515317e-05,0.9986663,5.9496543e-08,5.290599e-09,7.1551773e-07,1.9011269e-08,1.8802715e-09,0.00049669883,9.84771e-07
..\..\data\fruit30_split\val\菠萝\108.jpeg,22,菠萝,22,菠萝,16,芒果,28,香蕉,True,0.00078290433,0.0023354013,6.225153e-05,0.00079918525,0.00040914962,0.00030599066,1.1849726e-05,0.00038045505,0.0008613493,0.0045168158,0.00033009867,0.001845741,0.00037393204,2.477787e-05,0.006513345,0.00032774295,0.030916078,0.0048784725,3.352228e-05,0.00016083974,0.0003029774,0.0007139828,0.89241225,0.0019451433,0.00037458414,0.0006342239,0.020486955,0.0026116592,0.024248019,0.0004004122
..\..\data\fruit30_split\val\菠萝\115.jpg,22,菠萝,0,哈密瓜,22,菠萝,29,黄瓜,True,0.69513804,0.0038628057,0.0005135781,0.00025710248,0.034975685,8.3482366e-05,0.0025303033,0.00021948242,0.010977062,0.0052260496,0.00024190002,0.000121082274,0.00021274894,0.00203289,0.0154844625,0.001896932,0.011518761,0.05494871,6.7792835e-06,8.468291e-05,0.0032693164,0.00037537844,0.08274829,0.0015457752,9.427873e-05,0.0042335885,0.0017582622,9.513854e-06,0.0008978728,0.06473517
..\..\data\fruit30_split\val\菠萝\132.jpg,22,菠萝,22,菠萝,9,榴莲,4,柚子,True,3.766221e-08,1.1723462e-09,3.181696e-09,3.2364067e-10,2.2781742e-06,3.271507e-08,1.595953e-09,3.3764165e-09,2.146572e-07,9.253319e-05,1.8279806e-08,1.0086695e-08,1.9992268e-07,4.7639065e-10,1.898367e-09,7.82727e-10,4.7619217e-08,4.9986436e-08,5.846088e-09,5.0996296e-10,1.618899e-08,7.800585e-08,0.9999044,7.4923046e-10,9.50047e-10,3.3444527e-09,3.742137e-10,8.291349e-12,1.2225132e-07,7.691283e-09
..\..\data\fruit30_split\val\菠萝\134.jpeg,22,菠萝,22,菠萝,3,杨梅,20,草莓,True,1.1446213e-05,1.4345319e-06,1.0355847e-06,0.0010371805,6.533017e-08,1.9638287e-06,9.335043e-05,3.5347784e-07,4.5134948e-05,4.4455537e-05,2.1287071e-06,1.192045e-06,1.7833649e-05,1.8812452e-06,6.5534505e-07,3.2169905e-06,4.9608425e-06,6.147465e-06,1.02425936e-07,1.2350533e-07,0.0008466444,5.9478894e-05,0.99780697,3.0605654e-06,1.9182222e-07,1.2152941e-06,1.0149893e-06,1.1464693e-06,3.867884e-06,1.6803027e-06
..\..\data\fruit30_split\val\菠萝\135.jpg,22,菠萝,22,菠萝,16,芒果,8,椰子,True,0.038535677,0.096495055,0.008594102,0.0009876732,0.016390333,0.0045092735,0.0013513197,0.00014865461,0.12932122,0.010524051,0.0016264889,0.002065711,0.009212988,0.00016215784,0.00660225,0.00032948994,0.20064245,0.017839741,9.098659e-05,0.0005014826,0.017525071,0.00038616286,0.34705776,0.0012268076,0.002270469,0.00753349,0.054928157,0.00068956555,0.0079102395,0.0145412
..\..\data\fruit30_split\val\菠萝\14.jpg,22,菠萝,22,菠萝,8,椰子,29,黄瓜,True,0.024510358,0.0031902152,0.0006600783,0.004994229,0.0051010023,0.00745054,0.0026387249,0.0050814184,0.14768763,0.021720514,0.0048598316,0.046312973,0.0079149045,0.00012920446,0.041552152,0.0012834487,0.09638232,0.04854516,0.00011683096,0.0024325445,0.01695094,0.041860618,0.18735753,7.442974e-05,3.462424e-05,0.05975053,0.012278641,0.001030513,0.069009684,0.13908847
..\..\data\fruit30_split\val\菠萝\143.jpeg,22,菠萝,0,哈密瓜,13,砂糖橘,6,桂圆,False,0.40556914,0.0017002632,0.010821773,0.049816523,0.031574607,0.0026842577,0.082839526,0.00022275838,0.014768139,0.055309325,0.00028610983,0.0016117847,0.00013576102,0.1262458,0.004510479,0.04160636,0.0037625954,0.0031934374,0.0019031372,0.00011667447,0.016268471,0.06961095,0.007647047,0.01820628,0.01093713,0.015356077,0.0027517497,0.0070862886,0.012657189,0.000800359
..\..\data\fruit30_split\val\菠萝\151.jpg,22,菠萝,22,菠萝,3,杨梅,21,荔枝,True,6.546026e-08,1.3318275e-08,6.0560335e-09,0.00011796583,2.1202058e-10,4.8733675e-09,1.7185037e-08,7.337853e-10,7.1143916e-08,1.8605076e-06,3.8972106e-09,6.5377255e-09,2.8891154e-07,3.315927e-09,4.6602352e-08,1.6101412e-08,2.885899e-09,2.7569425e-07,1.3960559e-10,1.0856047e-09,6.4210067e-06,7.131887e-05,0.9998016,2.973102e-10,1.5089675e-09,4.4478216e-11,1.24618005e-08,1.5660642e-09,3.2235394e-09,1.0647785e-08
..\..\data\fruit30_split\val\菠萝\155.jpg,22,菠萝,22,菠萝,9,榴莲,28,香蕉,True,0.00057095947,2.5629744e-05,4.0183872e-06,6.4005408e-06,0.0009839033,2.7763415e-05,4.5927914e-07,1.1072412e-06,1.7685308e-05,0.06767463,5.2429897e-08,0.00014484888,2.1309715e-07,6.504391e-08,2.2148988e-05,4.9849173e-06,0.001020197,9.907988e-05,1.289565e-06,5.8013825e-07,0.0011192396,0.00010181152,0.92022395,7.749816e-05,1.3650448e-07,3.7401592e-06,4.4031617e-06,5.454353e-08,0.0076388726,0.00022427294
..\..\data\fruit30_split\val\菠萝\16.jpeg,22,菠萝,22,菠萝,9,榴莲,5,柠檬,True,1.596592e-10,1.3266435e-11,1.3186005e-12,2.6747116e-10,1.0748066e-13,7.813057e-10,2.0700228e-12,4.3650435e-13,3.041443e-10,3.8664325e-09,2.5582135e-13,6.230647e-13,7.5095163e-10,1.8413852e-10,7.3695803e-14,2.0692949e-10,1.00660466e-10,4.0534319e-13,5.45174e-14,7.653857e-15,8.5416556e-11,4.1682574e-11,1.0,3.6028716e-14,1.7915229e-13,2.1998607e-13,1.4655497e-12,6.173676e-13,4.3532743e-11,8.620392e-12
..\..\data\fruit30_split\val\菠萝\161.jpeg,22,菠萝,22,菠萝,21,荔枝,20,草莓,True,1.0653872e-07,1.3766606e-08,2.2199345e-09,8.7127734e-07,1.4004317e-09,2.7696345e-08,2.4181983e-08,2.1707776e-09,3.2768168e-07,8.324806e-09,3.572419e-09,3.615522e-09,6.5417e-08,2.1285534e-07,2.370272e-07,4.3037673e-07,3.3946183e-08,7.604763e-08,5.258666e-10,7.636106e-10,1.0705821e-06,3.2909334e-06,0.9999931,6.894609e-10,9.756674e-10,4.850797e-10,6.5489134e-09,5.7574945e-11,6.5960606e-09,9.789543e-09
..\..\data\fruit30_split\val\菠萝\168.jpg,22,菠萝,22,菠萝,21,荔枝,17,苦瓜,True,0.00017175294,0.009424057,0.00024986116,0.0001978422,2.6485133e-05,0.01003828,2.5183537e-05,2.93631e-05,0.006033479,0.00062561064,0.0003277411,2.412588e-06,0.0012075832,3.3737597e-05,0.0066143884,0.0007057138,0.00046368962,0.18535548,6.7420217e-07,2.2476997e-05,0.0012644337,0.21798643,0.5417208,0.00027579645,0.00012187949,4.933126e-06,0.0010453035,1.2379776e-06,0.0074431146,0.008580365
..\..\data\fruit30_split\val\菠萝\17.jpg,22,菠萝,15,脐橙,0,哈密瓜,22,菠萝,True,0.1274301,0.024693623,0.00050062384,0.033146303,0.008082926,0.042607114,0.00011663092,0.00026465527,0.00038545308,0.0007217936,3.3797733e-05,0.0016162785,2.1879157e-05,0.00031994504,0.016005432,0.57568914,0.00026071325,0.00017321749,0.0004872272,0.00046849233,0.0027163303,0.00034032352,0.078515835,0.00020845803,7.82497e-06,0.0010874195,0.078436516,0.001869004,0.0036988219,9.40525e-05
